SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER100_FG,PER100_FGA,PER100_FG%,PER100_2P,PER100_2PA,PER100_2P%,PER100_3P,PER100_3PA,PER100_3P%,PER100_FT,PER100_FTA,PER100_FT%,PER100_TRB,PER100_AST,PER100_STL,PER100_BLK,PER100_TOV,PER100_PF,PER100_PTS,PER100_ORtg,PER100_DRtg,PLAYER,SPORTS_REF_ID
2014-15,Louisville,ACC,36,35,1260,10.4,25.2,0.411,8,17.6,0.456,2.3,7.6,0.306,6.7,8.5,0.79,9.7,5.2,3.5,0.3,3.8,3,29.8,108.3,90.4,Terry Rozier,terry-rozier-1
Career,Louisville,,73,45,1959,9.4,23,0.408,6.8,15.3,0.447,2.6,7.8,0.331,5.4,7,0.772,9.6,5.4,3.4,0.2,3.1,3.5,26.7,111.1,90.1,Terry Rozier,terry-rozier-1
2014-15,UNC,ACC,24,1,300,4.8,13.1,0.368,3.5,8.1,0.429,1.3,5,0.269,2.1,3.5,0.611,13.9,7.1,2.7,1,3.3,4.2,13.1,104.3,96.7,Theo Pinson,theo-pinson-1
2015-16,UNC,ACC,40,7,747,4.8,11.4,0.42,3.4,6.7,0.511,1.4,4.7,0.29,3.7,5.9,0.636,9.7,8.8,1.8,0.8,3.7,5.3,14.7,111.7,102.8,Theo Pinson,theo-pinson-1
2016-17,UNC,ACC,21,13,500,4.7,12.5,0.381,3.7,8.3,0.453,1,4.2,0.237,3.6,5.2,0.702,10.7,8.5,2,0.4,3.4,4.1,14.1,110.2,99.2,Theo Pinson,theo-pinson-1
2017-18,UNC,ACC,37,37,1100,6.6,13.9,0.473,6,11.3,0.532,0.6,2.7,0.226,5.5,6.7,0.818,12.2,9.5,2,1,4.5,4.3,19.3,116,101.5,Theo Pinson,theo-pinson-1
Career,UNC,,122,58,2647,5.5,12.9,0.431,4.6,9.1,0.504,1,3.8,0.257,4.3,5.8,0.734,11.4,8.8,2,0.8,3.9,4.5,16.3,112.7,100.9,Theo Pinson,theo-pinson-1
2015-16,Indiana,Big Ten,35,35,791,11.5,16.8,0.683,11.1,15.7,0.707,0.4,1.1,0.333,7,10,0.706,14.8,2.5,1.2,2.3,4.2,7.2,30.4,130,100.3,Thomas Bryant,thomas-bryant-1
2016-17,Indiana,Big Ten,34,34,954,8.9,17.2,0.519,7.5,13.6,0.556,1.4,3.6,0.383,6.5,8.9,0.73,13.6,3,1.6,3.1,4.7,6.3,25.8,115.4,101.9,Thomas Bryant,thomas-bryant-1
Career,Indiana,,69,69,1745,10.1,17,0.592,9.2,14.6,0.63,0.9,2.5,0.373,6.7,9.4,0.718,14.2,2.8,1.4,2.8,4.5,6.7,27.8,121.9,101.2,Thomas Bryant,thomas-bryant-1
2009-10,Kansas,Big 12,33,1,236,8.1,16.6,0.485,8.1,16.6,0.485,0,0,,4.2,10.5,0.395,21.5,2.2,1.7,4.4,6.4,10.5,20.3,91.2,86.5,Thomas Robinson,thomas-robinson-2
2010-11,Kansas,Big 12,33,2,482,12,20,0.601,12,20,0.601,0,0,,5.8,11.4,0.51,25.2,2.4,1.7,2.6,5.1,8,29.9,112.7,85.8,Thomas Robinson,thomas-robinson-2
2011-12,Kansas,Big 12,39,39,1242,12.5,24.7,0.505,12.1,24.1,0.505,0.3,0.7,0.5,7.8,11.4,0.682,22.1,3.4,2,1.6,5,5.1,33.1,109.8,84.6,Thomas Robinson,thomas-robinson-2
Career,Kansas,,105,42,1960,11.8,22.5,0.525,11.6,22.1,0.525,0.2,0.4,0.5,6.9,11.3,0.606,22.8,3,1.9,2.2,5.2,6.5,30.7,108.5,85.1,Thomas Robinson,thomas-robinson-2
2014-15,UCLA,Pac-12,36,3,565,6.5,13.9,0.47,6.5,13.9,0.47,0,0,,1.5,2.4,0.609,14.4,0.8,1.5,4.1,1.8,8.9,14.5,106.5,98.5,Thomas Welsh,thomas-welsh-1
2015-16,UCLA,Pac-12,31,26,832,10.5,17.9,0.59,10.5,17.9,0.59,0,0,,2.3,3,0.756,17.7,1.1,0.5,2.1,1.7,5.8,23.4,127,105.3,Thomas Welsh,thomas-welsh-1
2016-17,UCLA,Pac-12,32,32,802,10.1,17.3,0.585,10.1,17.3,0.584,0.1,0.1,1,2.8,3.2,0.894,18.6,2.2,0.7,2.9,0.9,5.4,23.2,134.3,98.6,Thomas Welsh,thomas-welsh-1
2017-18,UCLA,Pac-12,33,33,1096,8.3,17.1,0.485,6,11.3,0.527,2.3,5.7,0.402,2.5,3,0.828,18.3,2.3,1.1,1.5,1.7,4,21.3,122.6,101.6,Thomas Welsh,thomas-welsh-1
Career,UCLA,,132,94,3295,9,16.8,0.537,8.3,14.9,0.554,0.8,1.9,0.407,2.3,2.9,0.798,17.6,1.7,0.9,2.4,1.5,5.6,21.2,124.5,101.3,Thomas Welsh,thomas-welsh-1
2009-10,Penn State,Big Ten,31,10,570,5.7,14.7,0.389,4.7,12,0.393,1,2.7,0.375,4.8,7.2,0.672,8,8.2,2.6,0.2,5.8,7.2,17.3,91.6,102.7,Tim Frazier,tim-frazier-1
2010-11,Penn State,Big Ten,34,33,1048,4.5,10.5,0.43,3.8,8.5,0.451,0.7,2,0.344,3.9,5.2,0.753,8.4,11,2.2,0.3,5.2,5.7,13.7,103.3,105,Tim Frazier,tim-frazier-1
2011-12,Penn State,Big Ten,32,32,1188,11,26.3,0.419,9.6,21.8,0.44,1.4,4.6,0.314,8.4,10.6,0.791,7.9,10.5,4,0.4,6.2,5,31.9,106.6,102.7,Tim Frazier,tim-frazier-1
2012-13,Penn State,Big Ten,4,4,130,7.2,20.1,0.357,6.2,14.8,0.419,1,5.3,0.182,15.8,18.6,0.846,8.6,7.2,4.3,0.5,5.7,3.8,31,110.3,104.4,Tim Frazier,tim-frazier-1
2013-14,Penn State,Big Ten,34,34,1196,8.2,19.1,0.43,7,14.8,0.471,1.3,4.3,0.291,7.9,10.1,0.785,7.6,9.2,2.7,0.3,4.6,4.4,25.6,110.8,105.8,Tim Frazier,tim-frazier-1
Career,Penn State,,135,113,4132,7.8,18.6,0.418,6.6,14.9,0.445,1.1,3.7,0.31,6.9,8.9,0.774,8,9.8,3,0.3,5.4,5.2,23.6,105.7,104.3,Tim Frazier,tim-frazier-1
2010-11,Michigan,Big Ten,35,35,1074,9.5,22.7,0.42,5,10.3,0.483,4.6,12.4,0.367,5.5,7.1,0.765,8,3.5,2,0.3,2.7,4.1,29.1,111.8,101,Tim Hardaway,tim-hardaway-jr-1
2011-12,Michigan,Big Ten,34,34,1162,9.4,22.5,0.418,6.4,12,0.535,3,10.5,0.283,6.1,8.5,0.715,7.3,4.1,0.9,0.6,3.7,4,27.8,105.6,103.9,Tim Hardaway,tim-hardaway-jr-1
2012-13,Michigan,Big Ten,38,38,1324,9.5,21.7,0.437,6,12.5,0.483,3.4,9.2,0.374,3.6,5.2,0.694,8.3,4.4,1.2,0.8,3.3,3.4,26,108.5,100.7,Tim Hardaway,tim-hardaway-jr-1
Career,Michigan,,107,107,3560,9.5,22.2,0.425,5.8,11.7,0.5,3.6,10.6,0.343,5,6.8,0.724,7.9,4,1.4,0.6,3.3,3.8,27.5,108.5,101.8,Tim Hardaway,tim-hardaway-jr-1
2013-14,LSU,SEC,33,3,404,4,15,0.264,2.5,8.2,0.31,1.4,6.8,0.208,2.4,4.4,0.548,8.6,6.9,3.4,1.1,4.9,7.2,11.7,78.9,100.3,Tim Quarterman,tim-quarterman-1
2014-15,LSU,SEC,33,14,1105,6.5,15.2,0.427,4.4,8.6,0.515,2.1,6.7,0.313,4.6,6.4,0.718,9,6.9,2.4,1,4.2,4.4,19.7,108.4,96.7,Tim Quarterman,tim-quarterman-1
2015-16,LSU,SEC,33,27,952,6.8,16.4,0.415,4,8.3,0.486,2.8,8.1,0.343,4.8,7.7,0.632,8.8,6.9,1.8,0.7,3.1,4.6,21.2,112.9,107.6,Tim Quarterman,tim-quarterman-1
Career,LSU,,99,44,2461,6.2,15.6,0.397,4,8.4,0.471,2.2,7.2,0.31,4.4,6.6,0.66,8.9,6.9,2.4,0.9,3.8,4.9,19,105.7,101.6,Tim Quarterman,tim-quarterman-1
2010-11,Tennessee,SEC,34,33,993,11.1,24.1,0.46,9.7,19.6,0.497,1.4,4.6,0.303,7.7,10.2,0.753,14.8,2.6,1.4,1.7,3.7,4.2,31.3,112.7,98.8,Tobias Harris,tobias-harris-1
Career,Tennessee,,34,33,993,11.1,24.1,0.46,9.7,19.6,0.497,1.4,4.6,0.303,7.7,10.2,0.753,14.8,2.6,1.4,1.7,3.7,4.2,31.3,112.7,98.8,Tobias Harris,tobias-harris-1
2016-17,UNC,ACC,38,0,553,10.2,17.7,0.573,10.2,17.7,0.573,0,0,,6.5,10.5,0.619,19.4,2.3,1,2.2,2.5,6.9,26.8,129.2,97.7,Tony Bradley,tony-bradley-1
Career,UNC,,38,0,553,10.2,17.7,0.573,10.2,17.7,0.573,0,0,,6.5,10.5,0.619,19.4,2.3,1,2.2,2.5,6.9,26.8,129.2,97.7,Tony Bradley,tony-bradley-1
2010-11,New Mexico,MWC,34,7,595,4.7,13,0.364,1.8,4.5,0.4,2.9,8.5,0.345,2.5,3.4,0.735,6.5,3,0.6,0.6,2.9,3.7,14.9,102,103.6,Tony Snell,tony-snell-1
2011-12,New Mexico,MWC,35,34,895,8.1,18.1,0.448,3.2,5.5,0.585,4.9,12.5,0.387,3.6,4.4,0.831,6.3,5.5,1.2,0.9,3.6,2.6,24.7,117.8,94.8,Tony Snell,tony-snell-1
2012-13,New Mexico,MWC,35,35,1093,8.1,19.3,0.422,4.5,10,0.452,3.6,9.3,0.39,4.9,5.8,0.843,5.2,5.7,1.6,1,4.1,2.6,24.8,107,99.5,Tony Snell,tony-snell-1
Career,New Mexico,,104,76,2583,7.3,17.4,0.421,3.4,7.2,0.48,3.9,10.2,0.38,3.9,4.7,0.821,5.9,5,1.2,0.8,3.6,2.9,22.4,109.9,98.8,Tony Snell,tony-snell-1
2011-12,Washington,Pac-12,35,27,1062,10.5,23.8,0.443,10.1,20.8,0.483,0.5,3,0.161,8.2,14.1,0.583,9.4,6.9,3.5,0.7,7,5,29.8,98.8,98.7,Tony Wroten,tony-wroten-1
Career,Washington,,35,27,1062,10.5,23.8,0.443,10.1,20.8,0.483,0.5,3,0.161,8.2,14.1,0.583,9.4,6.9,3.5,0.7,7,5,29.8,98.8,98.7,Tony Wroten,tony-wroten-1
2010-11,USC Upstate,A-Sun,30,25,916,10.5,27.6,0.38,5.9,13.1,0.448,4.6,14.5,0.318,3.6,5.3,0.679,14.6,3,2,0.7,5.6,5.5,29.1,94.1,104.3,Torrey Craig,torrey-craig-1
2011-12,USC Upstate,A-Sun,34,33,1010,11.1,25.5,0.435,6.4,11.9,0.534,4.8,13.6,0.349,5,7.4,0.682,15.1,3,2.6,2.1,5.3,5.3,32,109.8,95.1,Torrey Craig,torrey-craig-1
2012-13,USC Upstate,A-Sun,33,32,1022,11.4,26.6,0.427,6.8,14,0.483,4.6,12.5,0.364,6,8.4,0.715,13.3,3.7,1.9,1.5,5.2,4,33.3,107.3,98.5,Torrey Craig,torrey-craig-1
2013-14,USC Upstate,A-Sun,34,34,1113,11,26.9,0.408,7.3,14.4,0.509,3.7,12.5,0.292,5,8.1,0.616,12.7,4.1,1.7,1.5,4.5,4.5,30.6,102.4,102.1,Torrey Craig,torrey-craig-1
Career,USC Upstate,,131,124,4061,11,26.6,0.413,6.6,13.4,0.495,4.4,13.2,0.33,5,7.4,0.671,13.9,3.5,2,1.5,5.1,4.8,31.3,103.6,99.9,Torrey Craig,torrey-craig-1
2008-09,Wichita State,MVC,34,34,960,,,0.371,,,0.414,,,0.321,,,0.753,,,,,,,,,,Toure' Murry,toure-murry-1
2009-10,Wichita State,MVC,35,35,1106,8,18.8,0.424,5.6,11.6,0.481,2.4,7.1,0.331,5.2,7.3,0.708,9.8,6.1,2.7,0.5,4.1,3.5,23.4,107.7,95.2,Toure' Murry,toure-murry-1
2010-11,Wichita State,MVC,37,33,965,7,17.3,0.407,5.3,11.3,0.472,1.7,5.9,0.283,6.6,8.2,0.797,10.8,8,2.9,0.6,6.4,3.5,22.3,102.7,93.7,Toure' Murry,toure-murry-1
2011-12,Wichita State,MVC,33,28,968,8.6,20.5,0.422,7.6,17,0.449,1,3.4,0.286,6.5,8.2,0.789,9.6,6.8,2.6,0.6,4.5,3.3,24.7,107.4,93.4,Toure' Murry,toure-murry-1
Career,Wichita State,,139,130,3999,7.9,18.8,0.405,6.2,13.3,0.454,1.7,5.5,0.311,6,7.9,0.763,10,6.9,2.7,0.6,5,3.4,23.5,106,94.2,Toure' Murry,toure-murry-1
2017-18,Oklahoma,Big 12,32,32,1133,12,28.5,0.422,6.6,13.4,0.493,5.4,15.1,0.36,10.9,12.6,0.861,5.8,12.9,2.5,0.4,7.7,2.6,40.4,114.7,108.1,Trae Young,trae-young-1
Career,Oklahoma,,32,32,1133,12,28.5,0.422,6.6,13.4,0.493,5.4,15.1,0.36,10.9,12.6,0.861,5.8,12.9,2.5,0.4,7.7,2.6,40.4,114.7,108.1,Trae Young,trae-young-1
2008-09,Georgia,SEC,26,4,371,,,0.447,,,0.455,,,0,,,0.575,,,,,,,,,,Travis Leslie,travis-leslie-1
2009-10,Georgia,SEC,31,31,912,11.2,23,0.487,10.8,22.2,0.485,0.4,0.7,0.545,7.5,10.3,0.735,14,5.2,2.6,2,5.4,4.3,30.3,110.7,102.7,Travis Leslie,travis-leslie-1
2010-11,Georgia,SEC,33,33,1062,10.3,21,0.492,9.6,18.5,0.517,0.8,2.5,0.302,6.4,7.9,0.801,13.8,5.7,2.3,1.2,4.1,3.7,27.8,116.9,98.1,Travis Leslie,travis-leslie-1
Career,Georgia,,90,68,2345,10.7,21.9,0.482,10.1,20.3,0.492,0.6,1.7,0.333,6.9,9,0.743,13.9,5.4,2.5,1.6,4.7,4,29,113.8,100.3,Travis Leslie,travis-leslie-1
2009-10,UNC,ACC,32,1,324,7.3,17.7,0.413,7,16.9,0.414,0.3,0.9,0.4,3.9,5.3,0.742,11.8,1,1.4,0.3,4.1,6,18.9,95.8,103.6,Travis Wear,travis-wear-1
2011-12,UCLA,Pac-12,30,24,786,10.7,20.1,0.533,10.5,19.5,0.536,0.2,0.5,0.429,5.3,6.7,0.791,13.9,1,1.6,2.8,2.7,5.7,26.9,119.6,97.9,Travis Wear,travis-wear-1
2012-13,UCLA,Pac-12,32,31,923,8.7,17.7,0.493,8.5,16.9,0.502,0.2,0.8,0.308,4.1,5,0.815,10.4,1.1,1.4,2.1,2.7,5.3,21.8,106.7,101,Travis Wear,travis-wear-1
2013-14,UCLA,Pac-12,34,28,812,7.4,13.9,0.53,6.6,12.2,0.543,0.8,1.8,0.44,1.8,2.1,0.833,7.6,3.4,1.8,1.6,0.9,7.3,17.3,126.6,103.6,Travis Wear,travis-wear-1
Career,Overall,,128,84,2845,8.7,17.2,0.504,8.3,16.2,0.511,0.4,1,0.4,3.7,4.7,0.798,10.7,1.7,1.6,1.9,2.3,6.1,21.5,113.6,101.3,Travis Wear,travis-wear-1
2011-12,VCU,CAA,36,0,604,7.6,19.6,0.389,5,11.2,0.445,2.6,8.4,0.313,7.7,12.2,0.633,11.8,2,2.7,0.9,3.5,6.9,25.6,106.5,93.4,Treveon Graham,treveon-graham-1
2012-13,VCU,A-10,36,36,995,10.9,24.2,0.45,7.9,15.9,0.494,3,8.3,0.366,7,9.6,0.732,12.3,3.3,1.9,0.3,3.3,4.7,31.9,119.6,97.9,Treveon Graham,treveon-graham-1
2013-14,VCU,A-10,35,33,989,10.6,24.3,0.437,7.3,14.4,0.506,3.3,9.9,0.337,7.2,10.4,0.694,14.1,4,1.8,0.3,3.6,4.8,31.8,114.4,93.1,Treveon Graham,treveon-graham-1
2014-15,VCU,A-10,33,33,970,10.7,25,0.428,6.7,14.5,0.462,4,10.4,0.381,7.8,11.2,0.691,14.6,3.3,1.2,0.6,2.4,4.2,33.1,118.8,99.1,Treveon Graham,treveon-graham-1
Career,VCU,,140,102,3558,10.2,23.7,0.432,6.9,14.3,0.483,3.3,9.4,0.354,7.4,10.7,0.691,13.3,3.3,1.8,0.5,3.2,5,31.2,115.9,96.1,Treveon Graham,treveon-graham-1
2017-18,Duke,ACC,37,34,1103,7.6,17.8,0.428,6,12.3,0.49,1.6,5.5,0.29,2.7,4.6,0.596,3.8,10.6,2.8,0.3,5.2,4.6,19.5,104.3,103.2,Trevon Duval,trevon-duval-1
Career,Duke,,37,34,1103,7.6,17.8,0.428,6,12.3,0.49,1.6,5.5,0.29,2.7,4.6,0.596,3.8,10.6,2.8,0.3,5.2,4.6,19.5,104.3,103.2,Trevon Duval,trevon-duval-1
2011-12,Michigan,Big Ten,34,32,1227,9.4,21.8,0.433,6.4,13,0.49,3,8.7,0.348,5,6.7,0.744,6.3,8.3,1.7,0.7,5,2.8,26.8,107.4,102.9,Trey Burke,trey-burke-1
2012-13,Michigan,Big Ten,39,39,1378,11.7,25.3,0.463,8.3,16.4,0.506,3.4,9,0.384,6,7.5,0.801,5.6,11.8,2.8,0.9,3.9,3.3,32.9,123.4,100,Trey Burke,trey-burke-1
Career,Michigan,,73,71,2605,10.7,23.7,0.45,7.4,14.9,0.499,3.3,8.9,0.367,5.5,7.1,0.777,5.9,10.2,2.3,0.8,4.4,3.1,30.1,116.4,101.3,Trey Burke,trey-burke-1
2014-15,Kentucky,SEC,36,21,828,8.9,18.2,0.488,8.6,16,0.536,0.3,2.2,0.138,5.7,7.7,0.735,14.2,2.9,1.4,1.2,3.1,4.3,23.7,115.9,86.3,Trey Lyles,trey-lyles-1
Career,Kentucky,,36,21,828,8.9,18.2,0.488,8.6,16,0.536,0.3,2.2,0.138,5.7,7.7,0.735,14.2,2.9,1.4,1.2,3.1,4.3,23.7,115.9,86.3,Trey Lyles,trey-lyles-1
2008-09,UMKC,Summit,31,13,581,,,0.408,,,0.508,,,0.212,,,0.571,,,,,,,,,,Trey McKinney-Jones,trey-mckinney-jones-1
2009-10,UMKC,Summit,30,25,855,7.7,16.1,0.476,6.4,12.5,0.514,1.3,3.6,0.346,6.2,8.4,0.742,8,4.2,1.3,0.2,4.8,6.6,22.8,103.7,107.4,Trey McKinney-Jones,trey-mckinney-jones-1
2011-12,Miami (FL),ACC,33,12,796,6.6,14.2,0.467,3.6,5.9,0.597,3.1,8.3,0.374,1.4,1.9,0.72,8.9,3.6,1.7,0.2,3.2,5.4,17.8,110.1,102.3,Trey McKinney-Jones,trey-mckinney-jones-1
2012-13,Miami (FL),ACC,36,34,1091,6.1,14.8,0.413,2.8,6.2,0.44,3.4,8.6,0.393,3.3,3.8,0.851,7,3.2,1.7,0.1,1.9,3.2,18.9,117.8,99.5,Trey McKinney-Jones,trey-mckinney-jones-1
Career,Overall,,130,84,3323,6.8,15.1,0.444,4.2,8.2,0.509,2.6,6.9,0.363,3.7,4.7,0.74,7.8,3.6,1.6,0.1,3.2,4.9,19.8,110.2,102.8,Trey McKinney-Jones,trey-mckinney-jones-1
2008-09,Georgia,SEC,28,23,729,,,0.434,,,0.453,,,0.384,,,0.726,,,,,,,,,,Trey Thompkins,trey-thompkins-1
2009-10,Georgia,SEC,31,29,962,13,26.9,0.483,11.6,23.1,0.5,1.4,3.8,0.377,7,9.2,0.762,16.2,3.8,1.9,2.3,5.7,5.1,34.5,108.2,100.3,Trey Thompkins,trey-thompkins-1
2010-11,Georgia,SEC,30,29,937,12.8,26.6,0.481,11.3,21.8,0.52,1.5,4.9,0.311,5.4,7.9,0.689,15.1,2.8,2.2,3.3,5,4.4,32.6,104.3,93,Trey Thompkins,trey-thompkins-1
Career,Georgia,,89,81,2628,12.9,26.8,0.469,11.4,22.4,0.496,1.5,4.3,0.357,6.2,8.6,0.729,15.7,3.3,2,2.8,5.4,4.8,33.6,106.4,96.8,Trey Thompkins,trey-thompkins-1
2017-18,Oregon,Pac-12,35,35,1093,7.5,16.9,0.444,5.8,11.1,0.524,1.7,5.8,0.291,4.1,5.5,0.743,11.4,5.8,2.9,0.4,4.5,4.1,20.8,105.7,102.4,Troy Brown,troy-brown-5
Career,Oregon,,35,35,1093,7.5,16.9,0.444,5.8,11.1,0.524,1.7,5.8,0.291,4.1,5.5,0.743,11.4,5.8,2.9,0.4,4.5,4.1,20.8,105.7,102.4,Troy Brown,troy-brown-5
2007-08,North Texas,Sun Belt,30,12,494,,,0.421,,,0.479,,,0.355,,,0.797,,,,,,,,,,Tristan Thompson,tristan-thompson-1
2008-09,North Texas,Sun Belt,32,27,718,,,0.431,,,0.465,,,0.374,,,0.791,,,,,,,,,,Tristan Thompson,tristan-thompson-1
2009-10,North Texas,Sun Belt,33,29,998,8.3,19.2,0.43,4.7,10.4,0.453,3.6,8.8,0.404,7.7,9.4,0.821,6.3,3.3,1.5,0.1,3.5,4,27.8,117.6,103.1,Tristan Thompson,tristan-thompson-1
2010-11,North Texas,Sun Belt,33,31,1056,8.7,18.9,0.459,5.1,10.2,0.495,3.6,8.7,0.418,11.6,13.9,0.834,5.8,3.2,1.3,0.2,4.1,3.4,32.7,123.5,106.9,Tristan Thompson,tristan-thompson-1
Career,North Texas,,128,99,3266,8.5,19.1,0.439,4.9,10.3,0.472,3.6,8.7,0.396,9.7,11.7,0.816,6.1,3.3,1.4,0.2,3.8,3.7,30.3,120.8,105.1,Tristan Thompson,tristan-thompson-1
2013-14,Cincinnati,AAC,34,0,650,5.2,13.7,0.38,3.4,8.1,0.417,1.8,5.6,0.328,5.6,7.2,0.784,7.6,7.4,3,0.2,4.1,4.8,17.9,108.6,94.2,Troy Caupain,troy-caupain-1
2014-15,Cincinnati,AAC,34,33,1065,6.7,15.2,0.444,4.8,10.4,0.461,2,4.8,0.408,5.2,6.6,0.788,7.7,7.6,2.6,0.4,4.5,3.1,20.6,111.2,94.9,Troy Caupain,troy-caupain-1
2015-16,Cincinnati,AAC,33,33,1104,7.8,20.9,0.375,4.8,11.5,0.416,3,9.4,0.324,4.9,6.2,0.788,6.8,8.8,2,0.7,3.3,2.7,23.6,111.4,98.7,Troy Caupain,troy-caupain-1
2016-17,Cincinnati,AAC,36,36,1162,6.9,17.4,0.394,4.3,9.5,0.453,2.6,8,0.325,3.6,5.2,0.687,8.7,8.4,2.2,0.6,2.5,2.8,19.9,114.8,96,Troy Caupain,troy-caupain-1
Career,Cincinnati,,137,102,3981,6.8,17.3,0.397,4.4,10.1,0.438,2.4,7.2,0.338,4.7,6.2,0.762,7.8,8.1,2.4,0.5,3.5,3.2,20.8,111.9,96.2,Troy Caupain,troy-caupain-1
2009-10,VCU,CAA,26,0,157,6.8,18.4,0.367,1.1,3,0.375,5.6,15.4,0.366,1.9,2.3,0.833,6,2.3,0.8,0.8,0.8,5.6,21,124.2,104.1,Troy Daniels,troy-daniels-1
2010-11,VCU,CAA,27,1,126,8.8,28.7,0.305,0,2.4,0,8.8,26.3,0.333,0.5,1.5,0.333,10.2,0.5,2.4,0,1.9,8.3,26.7,94.4,101.5,Troy Daniels,troy-daniels-1
2011-12,VCU,CAA,36,20,879,7.8,20.9,0.375,1.3,3.6,0.346,6.6,17.3,0.381,3,3.6,0.843,8.3,1.3,2.9,0.1,2.4,4.1,25.2,113.7,94.2,Troy Daniels,troy-daniels-1
2012-13,VCU,A-10,36,36,947,9.2,22,0.417,1.5,3,0.51,7.6,19,0.403,1.2,1.7,0.704,6.9,1.4,2,0.2,2,4.7,27.2,122.8,98.7,Troy Daniels,troy-daniels-1
Career,VCU,,125,57,2109,8.4,21.7,0.389,1.3,3.2,0.404,7.1,18.4,0.386,1.9,2.5,0.782,7.6,1.4,2.3,0.2,2.1,4.7,25.9,117,97.5,Troy Daniels,troy-daniels-1
2013-14,Indiana,Big Ten,32,32,688,7.4,14.6,0.509,6.9,12.2,0.569,0.5,2.5,0.207,4.4,6.5,0.675,11.9,2.5,2.2,1.1,4.8,3.9,19.8,102.7,98.3,Troy Williams,troy-williams-2
2014-15,Indiana,Big Ten,32,28,882,10.9,20.2,0.54,10.5,19.3,0.544,0.4,0.9,0.462,6,8.1,0.742,16.1,4.3,2.2,1,4.8,4.9,28.3,115.6,103.3,Troy Williams,troy-williams-2
2015-16,Indiana,Big Ten,35,34,916,10.3,20.1,0.513,8.7,15.4,0.564,1.6,4.7,0.347,7.1,10.2,0.691,12.9,4.4,2.5,1.8,5.9,4.8,29.3,111,98.4,Troy Williams,troy-williams-2
Career,Indiana,,99,94,2486,9.7,18.6,0.522,8.8,15.9,0.557,0.9,2.8,0.325,6,8.5,0.705,13.7,3.8,2.3,1.3,5.2,4.6,26.3,110.8,100.1,Troy Williams,troy-williams-2
2012-13,Wake Forest,ACC,31,6,519,5.6,17.5,0.318,4,10.9,0.367,1.6,6.6,0.237,4.6,6,0.759,8.6,1.8,0.7,0.6,4.1,8.2,17.3,85.3,107.9,Tyler Cavanaugh,tyler-cavanaugh-1
2013-14,Wake Forest,ACC,33,22,700,7.3,17.3,0.422,5.5,11.6,0.474,1.8,5.7,0.313,8.3,10.5,0.79,10.8,1.9,0.6,0.9,4.1,7.6,24.6,106.2,107.5,Tyler Cavanaugh,tyler-cavanaugh-1
2015-16,George Washington,A-10,38,38,1157,10.7,21.2,0.505,8,14.7,0.544,2.7,6.5,0.417,8.6,10.4,0.827,14.8,2.4,1.1,0.5,4,4.9,32.7,122.2,101.8,Tyler Cavanaugh,tyler-cavanaugh-1
2016-17,George Washington,A-10,35,35,1126,10.6,23.6,0.448,7,14.9,0.472,3.6,8.7,0.409,9.2,10.8,0.848,15.6,3.8,1,0.7,4.9,5.2,33.9,116.2,104.9,Tyler Cavanaugh,tyler-cavanaugh-1
Career,Overall,,137,101,3502,9.2,20.6,0.446,6.6,13.6,0.485,2.6,7,0.372,8.1,9.9,0.82,13.3,2.6,0.9,0.7,4.3,6,29.1,112.4,104.8,Tyler Cavanaugh,tyler-cavanaugh-1
2015-16,Texas A&M,SEC,36,34,820,10.6,16.2,0.655,10.6,16.2,0.655,0,0,,7.4,11.9,0.625,15.9,1.8,1.4,2.9,4.1,6.7,28.7,122.6,94.7,Tyler Davis,tyler-davis-5
2016-17,Texas A&M,SEC,31,31,812,12.2,19.8,0.617,12.2,19.8,0.619,0,0.1,0,7.8,11.3,0.693,15.9,3.2,1.1,2.1,6.1,6,32.3,115,102.6,Tyler Davis,tyler-davis-5
2017-18,Texas A&M,SEC,35,35,1018,11.4,19.5,0.585,11,18.1,0.609,0.4,1.4,0.28,5.6,9,0.623,17.3,2.4,0.7,2.6,3.9,5,28.8,118.3,99.5,Tyler Davis,tyler-davis-5
Career,Texas A&M,,102,100,2650,11.4,18.6,0.614,11.3,18,0.625,0.2,0.6,0.269,6.8,10.6,0.646,16.5,2.5,1,2.6,4.6,5.8,29.8,118.5,98.9,Tyler Davis,tyler-davis-5
2015-16,Oregon,Pac-12,36,35,1083,8.1,18.4,0.441,4.6,9.7,0.473,3.6,8.8,0.406,5.9,8.3,0.712,8.2,3.8,1.5,0.4,3.7,4,25.7,115.3,103.9,Tyler Dorsey,tyler-dorsey-1
2016-17,Oregon,Pac-12,39,39,1169,9.4,20.1,0.467,5,9.8,0.513,4.4,10.3,0.423,5.2,6.9,0.755,6.7,3.3,1.5,0.2,2.9,2.8,28.4,120.9,101.6,Tyler Dorsey,tyler-dorsey-1
Career,Oregon,,75,74,2252,8.8,19.3,0.455,4.8,9.7,0.493,4,9.6,0.416,5.5,7.6,0.732,7.4,3.5,1.5,0.3,3.3,3.4,27.1,118.2,102.7,Tyler Dorsey,tyler-dorsey-1
2013-14,Syracuse,ACC,34,34,1215,8.1,19.6,0.411,6.4,15,0.429,1.6,4.6,0.353,6.2,8.1,0.765,6.3,10.2,3.9,0.3,3.2,3.8,24,117.4,98.7,Tyler Ennis,tyler-ennis-1
