SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,PLAYER,SPORTS_REF_ID
1991-92,Long Beach State,Big West,26,,776,,0.606,0.579,0.123,0.665,,,,,,,,16,,,,,,,,,Bryon Russell,bryon-russell-1
1992-93,Long Beach State,Big West,32,,1006,,0.596,0.556,0.119,0.502,,,,,,,,15.6,,,,,,,,,Bryon Russell,bryon-russell-1
Career,Long Beach State,,86,,2334,,0.572,0.535,0.128,0.515,,,,,,,,17.3,,,,,,,,,Bryon Russell,bryon-russell-1
2012-13,Oklahoma,Big 12,27,13,679,14.9,0.467,0.433,0.383,0.172,226,8.2,11.6,9.8,14.6,2.9,1.1,16.3,20.3,0.7,0.9,1.6,0.093,2.7,3.1,5.8,Buddy Hield,buddy-hield-1
2013-14,Oklahoma,Big 12,33,33,1059,19.7,0.568,0.548,0.53,0.191,498,6,9.1,7.5,11.8,2.4,0.5,11.1,24.4,2.7,1,3.7,0.14,6.6,0.8,7.4,Buddy Hield,buddy-hield-1
2014-15,Oklahoma,Big 12,35,35,1135,22.6,0.545,0.505,0.52,0.261,565,5.6,12.1,9,13.2,2.5,0.7,10.8,28.1,3.2,2.3,5.6,0.196,6.9,2.2,9.1,Buddy Hield,buddy-hield-1
2015-16,Oklahoma,Big 12,37,37,1309,28.2,0.665,0.623,0.536,0.333,803,4,13,8.8,12.7,1.8,1.4,14,30.2,5.6,2,7.6,0.232,10.3,1.2,11.5,Buddy Hield,buddy-hield-1
Career,Oklahoma,,132,118,4182,22.4,0.584,0.548,0.511,0.257,2092,5.6,11.6,8.7,12.9,2.3,0.9,12.7,26.6,12.2,6.2,18.4,0.176,7.2,1.7,8.9,Buddy Hield,buddy-hield-1
2008-09,Ohio State,Big Ten,33,2,671,,0.629,0.638,0.005,0.495,,,,14.6,3.3,,4.7,18,24,2.3,1,3.3,0.198,,,,Byron Mullens,bj-mullens-1
Career,Ohio State,,33,2,671,,0.629,0.638,0.005,0.495,,,,14.6,3.3,,4.7,18,24,2.3,1,3.3,0.198,,,,Byron Mullens,bj-mullens-1
2002-03,Tennessee,SEC,29,28,1038,,0.536,0.489,0.351,0.644,,,,7,29.8,,0.4,25.7,16.5,1.2,1.1,2.2,0.085,,,,C.J. Watson,cj-watson-1
2003-04,Tennessee,SEC,29,29,983,,0.561,0.506,0.43,0.414,,,,,,,,19.7,,1.7,1,2.7,0.111,,,,C.J. Watson,cj-watson-1
2004-05,Tennessee,SEC,31,31,1082,,0.558,0.5,0.481,0.511,,,,,,,,22.5,,1.9,0.8,2.7,0.1,,,,C.J. Watson,cj-watson-1
2005-06,Tennessee,SEC,30,30,956,,0.627,0.552,0.399,0.536,,,,5.6,21.3,,0.3,14.7,21.2,3.1,1.1,4.3,0.178,,,,C.J. Watson,cj-watson-1
Career,Tennessee,,119,118,4059,,0.575,0.515,0.42,0.519,,,,6.3,25.8,,0.4,20.4,18.8,7.9,4,11.9,0.117,,,,C.J. Watson,cj-watson-1
2010-11,Washington,Pac-10,33,6,523,20.4,0.583,0.565,0.73,0.144,232,4.6,9.6,7.1,9.6,1.5,1.8,8.4,22.4,1.8,0.7,2.4,0.186,7.3,0.4,7.6,C.J. Wilcox,cj-wilcox-1
2011-12,Washington,Pac-12,32,12,912,20.6,0.58,0.542,0.52,0.267,395,3,10.6,6.6,8.2,1.8,2.2,9.3,22.3,3,1.1,4.1,0.179,5.7,0.6,6.3,C.J. Wilcox,cj-wilcox-1
2012-13,Washington,Pac-12,34,34,1184,20.7,0.534,0.497,0.427,0.238,518,3.9,11.8,7.6,12.4,1.9,3,10.6,25.7,3.4,1.1,4.5,0.153,5.2,1.7,6.9,C.J. Wilcox,cj-wilcox-1
2013-14,Washington,Pac-12,32,31,1116,22,0.598,0.556,0.529,0.271,527,2.3,10.6,6.4,15.4,1.7,2.8,9.9,24.6,3.6,0.9,4.4,0.159,7.2,0.2,7.4,C.J. Wilcox,cj-wilcox-1
Career,Washington,,131,83,3735,21.1,0.571,0.535,0.523,0.241,1672,3.3,10.8,6.9,11.9,1.7,2.6,9.8,24.1,11.7,3.7,15.5,0.166,6.2,0.8,7,C.J. Wilcox,cj-wilcox-1
2008-09,NC State,ACC,25,8,365,,0.541,0.532,0.571,0.221,,,,4.9,9,,2.1,14.1,14,0.4,0.3,0.6,0.071,,,,C.J. Williams,cj-williams-2
2009-10,NC State,ACC,35,16,685,9,0.457,0.438,0.312,0.136,156,4.1,11.1,7.7,13.1,1.3,2.2,20.8,15.6,0,0.9,0.9,0.053,,,,C.J. Williams,cj-williams-2
2010-11,NC State,ACC,31,4,546,12.3,0.502,0.485,0.201,0.164,145,5.2,9.4,7.3,12.1,1.6,1.2,15.7,15.5,0.5,0.4,0.9,0.065,0.9,0.9,1.8,C.J. Williams,cj-williams-2
2011-12,NC State,ACC,37,37,1150,16.7,0.575,0.554,0.313,0.165,370,6.4,8.1,7.2,11,2.1,1.3,11.9,16.8,2.6,1,3.7,0.129,4.9,1.6,6.5,C.J. Williams,cj-williams-2
Career,NC State,,128,65,2746,13.5,0.531,0.512,0.32,0.164,671,5.5,9.3,7.1,11.5,1.7,1.6,15,15.9,3.5,2.6,6.1,0.089,3.6,1.4,5,C.J. Williams,cj-williams-2
1989-90,Indiana,Big Ten,29,29,928,,0.629,0.608,0.147,0.276,,,,,,,,11.5,,,,,,,,,Calbert Cheaney,calbert-cheaney-1
1990-91,Indiana,Big Ten,34,34,1029,,0.665,0.64,0.188,0.291,,,,,,,,12.2,,,,,,,,,Calbert Cheaney,calbert-cheaney-1
1991-92,Indiana,Big Ten,34,32,991,,0.597,0.56,0.198,0.322,,,,9.6,9.7,,0.6,11.3,27.3,,,,,,,,Calbert Cheaney,calbert-cheaney-1
1992-93,Indiana,Big Ten,35,35,1181,,0.622,0.591,0.199,0.301,,,,,,,,11.9,,,,,,,,,Calbert Cheaney,calbert-cheaney-1
Career,Indiana,,132,130,4129,,0.629,0.6,0.186,0.298,,,,9.6,9.7,,0.6,11.8,27.3,,,,,,,,Calbert Cheaney,calbert-cheaney-1
2015-16,Purdue,Big Ten,34,34,875,15.3,0.533,0.498,0.255,0.333,341,7.5,27.3,18.1,13.2,0.8,0.9,21.6,24,0.7,1.9,2.6,0.119,-0.1,4.1,4,Caleb Swanigan,caleb-swanigan-1
2016-17,Purdue,Big Ten,35,35,1139,26.2,0.62,0.572,0.202,0.499,640,10.7,32.7,22.5,18.9,0.8,2.5,18.5,28.1,3.7,2.6,6.4,0.224,5,5.6,10.6,Caleb Swanigan,caleb-swanigan-1
Career,Purdue,,69,69,2014,21.5,0.586,0.543,0.223,0.432,981,9.3,30.4,20.6,16.4,0.8,1.8,19.7,26.3,4.4,4.6,9,0.178,2.8,5,7.7,Caleb Swanigan,caleb-swanigan-1
1995-96,Penn State,Big Ten,28,,670,,0.573,0.549,0.005,0.527,,,,,,,,15.6,,1.5,3.1,4.6,0.272,,,,Calvin Booth,calvin-booth-1
1996-97,Penn State,Big Ten,27,,706,,0.484,0.429,0.015,0.412,,,,,,,,21,,0.4,1.1,1.5,0.085,,,,Calvin Booth,calvin-booth-1
1997-98,Penn State,Big Ten,32,,,,0.554,0.531,0.003,0.33,,,,,,,,,,1.8,1.8,3.5,,,,,Calvin Booth,calvin-booth-1
1998-99,Penn State,Big Ten,27,,942,,0.564,0.513,0.02,0.422,,,,,,,,14.4,,2.2,1.8,4,0.17,,,,Calvin Booth,calvin-booth-1
Career,Penn State,,114,,2318,,0.546,0.508,0.011,0.412,,,,,,,,16.8,,5.8,7.8,13.6,0.174,,,,Calvin Booth,calvin-booth-1
2010-11,New Mexico,MWC,31,1,301,13.4,0.611,0.609,0.036,0.4,77,10.2,11.5,10.9,4.6,1.2,3,17.6,13.5,0.5,0.4,0.9,0.124,1.1,2.7,3.8,Cameron Bairstow,cameron-bairstow-1
2011-12,New Mexico,MWC,34,1,523,12,0.505,0.444,0.011,0.789,141,13.5,15.1,14.3,3.8,1.5,4.2,20.5,15.4,0.5,1.2,1.7,0.133,-1.3,4.2,2.9,Cameron Bairstow,cameron-bairstow-1
2012-13,New Mexico,MWC,35,19,844,20.3,0.537,0.456,0,0.709,340,11.1,19.5,15.3,8.8,1.8,3,12,23,2.2,1.6,3.8,0.181,1.4,3.6,5,Cameron Bairstow,cameron-bairstow-1
2013-14,New Mexico,MWC,34,34,1119,29,0.611,0.558,0.007,0.7,627,8.5,16.5,12.8,11.8,1,4.9,10.7,29.9,4.5,2,6.5,0.232,4.9,2.6,7.5,Cameron Bairstow,cameron-bairstow-1
Career,New Mexico,,134,55,2787,21.5,0.577,0.519,0.007,0.692,1185,10.4,16.6,13.6,8.6,1.4,4,12.8,23.3,7.7,5.2,13,0.186,2.3,3.2,5.5,Cameron Bairstow,cameron-bairstow-1
2013-14,Murray State,OVC,34,34,1111,20.5,0.526,0.481,0.449,0.33,599,1.1,11.3,6.3,34.2,3,1.7,16.8,29.4,2.5,1.5,4,0.145,2.2,-0.2,2,Cameron Payne,cameron-payne-1
2014-15,Murray State,OVC,35,35,1127,30.1,0.573,0.534,0.415,0.315,716,2.2,10.6,6.6,40,3.6,1.6,12.4,31.5,5.5,1.8,7.3,0.258,8.6,0.3,8.9,Cameron Payne,cameron-payne-1
Career,Murray State,,69,69,2238,25.3,0.551,0.509,0.431,0.322,1315,1.7,10.9,6.5,37.1,3.3,1.7,14.5,30.5,8,3.3,11.3,0.202,5.4,0.1,5.5,Cameron Payne,cameron-payne-1
2013-14,Tulane,CUSA,34,1,603,4,0.372,0.343,0.627,0.301,125,2.2,11.5,6.9,6,1,1.2,12.5,18,-0.6,0.4,-0.2,-0.015,-5.3,-2.9,-8.2,Cameron Reynolds,cameron-reynolds-1
2014-15,Tulane,AAC,9,0,119,17.9,0.481,0.5,0.362,0.085,47,7.7,19.1,13.2,24.6,2.1,0,10.9,24.6,0.2,0.2,0.4,0.132,2.4,0.1,2.5,Cameron Reynolds,cameron-reynolds-1
2015-16,Tulane,AAC,30,8,617,9.2,0.44,0.407,0.431,0.163,186,5,13.6,9.2,6,1.7,1.2,14.4,21.4,-0.2,0.8,0.6,0.042,-3.3,0.1,-3.2,Cameron Reynolds,cameron-reynolds-1
2016-17,Tulane,AAC,31,29,1090,18.4,0.547,0.514,0.463,0.237,469,4.2,18.2,10.8,9.6,1.3,1.4,8.9,23.7,2.3,0.8,3,0.112,3.5,-1.5,2,Cameron Reynolds,cameron-reynolds-1
2017-18,Tulane,AAC,31,31,1117,15.2,0.505,0.481,0.413,0.217,436,3.7,16.2,10.1,12.5,1.2,1.7,9.2,23,1.4,1.2,2.6,0.094,0.6,-0.2,0.4,Cameron Reynolds,cameron-reynolds-1
Career,Tulane,,135,69,3546,13.3,0.491,0.464,0.457,0.22,1263,4,15.7,9.7,9.8,1.3,1.3,10.5,22.1,3.2,3.3,6.5,0.073,-0.1,-1,-1.1,Cameron Reynolds,cameron-reynolds-1
2012-13,Michigan,Big Ten,33,1,354,7,0.397,0.388,0.483,0.157,81,2.1,10.9,6.4,11.5,1.1,0.6,9.5,16,0.2,0.3,0.5,0.057,0.1,1,1.1,Caris LeVert,caris-levert-1
2013-14,Michigan,Big Ten,37,37,1258,18.2,0.558,0.52,0.396,0.323,470,2,14,8.2,17.2,2.2,0.8,12.7,21.9,2.7,1.7,4.4,0.14,4.7,2.6,7.4,Caris LeVert,caris-levert-1
2014-15,Michigan,Big Ten,18,18,645,21.4,0.536,0.493,0.357,0.285,263,1,16.7,8.7,25,3.3,1.3,13.5,26.1,1.3,1,2.3,0.141,4.6,3.6,8.2,Caris LeVert,caris-levert-1
2015-16,Michigan,Big Ten,15,14,464,28.8,0.636,0.596,0.401,0.42,253,2.4,18.8,10.6,33.3,2,0.7,11.4,25.6,2.2,0.7,2.8,0.243,9.4,2.5,11.9,Caris LeVert,caris-levert-1
Career,Michigan,,103,70,2721,19.3,0.552,0.514,0.396,0.314,1067,1.8,15,8.5,21,2.3,0.9,12.3,22.8,6.3,3.7,10,0.147,4.9,2.6,7.5,Caris LeVert,caris-levert-1
2004-05,Purdue,Big Ten,25,25,757,,0.648,0.625,0.069,0.753,,,,14.5,11.5,,1.8,15.6,28.7,3.9,1.1,5,0.262,,,,Carl Landry,carl-landry-1
2005-06,Purdue,Big Ten,5,4,123,,0.658,0.581,0.14,0.721,,,,,,,,22.8,,0.7,0,0.7,0.225,,,,Carl Landry,carl-landry-1
2006-07,Purdue,Big Ten,34,34,1035,,0.645,0.602,0.052,0.755,,,,14.9,9.9,,2.4,17,29.9,5.2,3.2,8.4,0.324,,,,Carl Landry,carl-landry-1
Career,Purdue,,64,63,1915,,0.647,0.61,0.064,0.752,,,,14.7,10.6,,2.2,16.9,29.4,9.8,4.3,14,0.293,,,,Carl Landry,carl-landry-1
2003-04,Alabama-Birmingham,CUSA,32,22,767,,0.557,0.526,0.552,0.371,,,,4,28.6,,0,20.4,10.4,0.8,1.4,2.2,0.117,,,,Carldell Johnson,carldell-johnson-1
2004-05,Alabama-Birmingham,CUSA,33,32,1017,,0.472,0.444,0.481,0.206,,,,3.7,24,,0.1,24.2,10.8,0.2,1.3,1.5,0.058,,,,Carldell Johnson,carldell-johnson-1
2005-06,Alabama-Birmingham,CUSA,31,31,974,,0.557,0.54,0.457,0.176,,,,5.3,34.4,,0,23.3,13.3,1.2,2.1,3.3,0.137,,,,Carldell Johnson,carldell-johnson-1
Career,Alabama-Birmingham,,96,85,2758,,0.528,0.503,0.489,0.235,,,,4.4,28.9,,0,22.9,11.6,2.3,4.8,7.1,0.102,,,,Carldell Johnson,carldell-johnson-1
1997-98,Florida International,TAAC,29,,,,0.543,0.527,0.341,0.333,,,,,,,,,,1.4,1.2,2.6,,,,,Carlos Arroyo,carlos-arroyo-1
1998-99,Florida International,Sun Belt,20,,596,,0.555,0.524,0.463,0.379,,,,,,,,,,1.3,0.3,1.6,0.111,,,,Carlos Arroyo,carlos-arroyo-1
1999-00,Florida International,Sun Belt,22,,792,,0.572,0.545,0.515,0.291,,,,,,,,,,2.3,0.9,3.2,0.159,,,,Carlos Arroyo,carlos-arroyo-1
2000-01,Florida International,Sun Belt,29,29,1113,,0.527,0.483,0.353,0.361,,,,,,,,15.5,,2.4,0.5,2.9,0.104,,,,Carlos Arroyo,carlos-arroyo-1
Career,Florida International,,100,29,2501,,0.545,0.513,0.405,0.341,,,,,,,,15.5,,7.3,3,10.3,0.123,,,,Carlos Arroyo,carlos-arroyo-1
1999-00,Duke,ACC,34,,807,,0.65,0.614,0,0.581,,,,,,,,13.7,,3.2,2,5.3,0.26,,,,Carlos Boozer,carlos-boozer-1
2000-01,Duke,ACC,32,28,820,,0.636,0.604,0,0.551,,,,,,,,10.2,,2.8,2.4,5.2,0.256,,,,Carlos Boozer,carlos-boozer-1
2001-02,Duke,ACC,35,35,993,,0.696,0.665,0.003,0.682,,,,,,,,12.4,,5.3,3.2,8.5,0.343,,,,Carlos Boozer,carlos-boozer-1
Career,Duke,,101,63,2620,,0.665,0.631,0.001,0.612,,,,,,,,12.2,,11.4,7.6,19,0.29,,,,Carlos Boozer,carlos-boozer-1
2002-03,Syracuse,Big East,35,35,1274,,0.537,0.498,0.271,0.389,,,,14,11.9,,1.5,9.6,29.3,2.7,3.1,5.8,0.183,,,,Carmelo Anthony,carmelo-anthony-1
Career,Syracuse,,35,35,1274,,0.537,0.498,0.271,0.389,,,,14,11.9,,1.5,9.6,29.3,2.7,3.1,5.8,0.183,,,,Carmelo Anthony,carmelo-anthony-1
2000-01,UConn,Big East,29,28,950,,0.52,0.455,0.133,0.493,,,,,,,,14,,1.4,2.3,3.6,0.152,,,,Caron Butler,caron-butler-1
2001-02,UConn,Big East,34,34,1223,,0.561,0.514,0.144,0.382,,,,,,,,13.7,,3.3,2.5,5.7,0.188,,,,Caron Butler,caron-butler-1
Career,UConn,,63,62,2173,,0.544,0.491,0.139,0.426,,,,,,,,13.9,,4.6,4.7,9.4,0.172,,,,Caron Butler,caron-butler-1
2010-11,Arizona State,Pac-10,30,8,436,13.1,0.473,0.426,0.344,0.313,140,5.2,7.9,6.5,14.9,2,3.5,14,21.4,0.3,0.4,0.7,0.065,-0.8,0.9,0.1,Carrick Felix,carrick-felix-1
2011-12,Arizona State,Pac-12,29,27,955,13.3,0.54,0.5,0.5,0.351,287,4.8,11.6,8.3,9.5,2.1,2.7,19.4,20.4,0.8,0.7,1.5,0.063,0.9,0,0.9,Carrick Felix,carrick-felix-1
2012-13,Arizona State,Pac-12,35,34,1235,21.5,0.586,0.569,0.368,0.323,481,7.1,20,13.6,9.6,2.4,3.2,13.8,21.3,3,2.1,5.1,0.165,3.8,2.8,6.6,Carrick Felix,carrick-felix-1
Career,Arizona State,,94,69,2626,17.1,0.552,0.522,0.406,0.33,908,5.9,14.9,10.5,10.4,2.2,3.1,15.8,21,4.2,3.1,7.3,0.111,2,1.5,3.5,Carrick Felix,carrick-felix-1
2003-04,Kansas State,Big 12,20,3,377,,0.487,0.464,0.395,0.298,,,,8.9,11.3,,0,17,22.6,0.2,0.4,0.6,0.066,,,,Cartier Martin,cartier-martin-1
2004-05,Kansas State,Big 12,29,28,831,,0.56,0.538,0.326,0.293,,,,10,13.5,,0.3,13.4,19.6,1.5,1.2,2.8,0.134,,,,Cartier Martin,cartier-martin-1
2005-06,Kansas State,Big 12,28,28,919,,0.606,0.545,0.343,0.46,,,,11.9,13.2,,0.5,12.2,26,3.5,1.7,5.2,0.227,,,,Cartier Martin,cartier-martin-1
2006-07,Kansas State,Big 12,35,18,963,,0.595,0.551,0.472,0.371,,,,,,,,10.3,,3.7,1.7,5.4,0.224,,,,Cartier Martin,cartier-martin-1
Career,Kansas State,,112,77,3090,,0.58,0.537,0.394,0.374,,,,10.6,13,,0.3,12.3,22.9,8.9,5.1,14,0.182,,,,Cartier Martin,cartier-martin-1
1999-00,Stanford,Pac-10,31,,883,,0.619,0.591,0.57,0.456,,,,,,,,13.2,,3.4,1.3,4.7,0.212,,,,Casey Jacobsen,casey-jacobsen-1
2000-01,Stanford,Pac-10,34,34,1079,,0.65,0.613,0.445,0.388,,,,,,,,12.1,,4.7,1.3,6,0.221,,,,Casey Jacobsen,casey-jacobsen-1
2001-02,Stanford,Pac-10,30,30,1058,,0.57,0.51,0.37,0.51,,,,6.9,20.8,,0.2,11.2,28.5,3.2,1.2,4.4,0.167,,,,Casey Jacobsen,casey-jacobsen-1
Career,Stanford,,95,64,3020,,0.609,0.566,0.447,0.454,,,,6.9,20.8,,0.2,12,28.5,11.3,3.8,15.1,0.2,,,,Casey Jacobsen,casey-jacobsen-1
2008-09,Long Beach State,Big West,30,29,889,,0.488,0.443,0.231,0.37,,,,,,,,22.9,,0.5,0.5,0.9,0.041,,,,Casper Ware,casper-ware-1
2009-10,Long Beach State,Big West,33,32,1097,15,0.482,0.415,0.276,0.408,429,2,8.6,5.2,28.7,3.6,0.5,20,22.6,1,1.5,2.5,0.091,,,,Casper Ware,casper-ware-1
2010-11,Long Beach State,Big West,34,34,1187,20.3,0.579,0.513,0.483,0.502,578,1.5,6.5,4,26,2.7,0.5,16.8,24.9,3.4,1.5,4.9,0.165,5.2,-0.4,4.8,Casper Ware,casper-ware-1
2011-12,Long Beach State,Big West,34,33,1146,20.1,0.545,0.501,0.561,0.318,555,1.4,7.4,4.4,20.8,2.4,0.3,13,27.7,3.3,1.7,5,0.174,4.8,-1,3.8,Casper Ware,casper-ware-1
Career,Long Beach State,,131,128,4319,18.5,0.531,0.475,0.418,0.399,1563,1.6,7.5,4.5,25.1,2.9,0.4,17.5,25.1,8.2,5.1,13.3,0.123,5,-0.7,4.3,Casper Ware,casper-ware-1
2001-02,UCLA,Pac-10,26,21,608,,0.433,0.445,0.229,0.193,,,,6.1,25,,0.2,35.7,14.9,-0.1,0.4,0.2,0.016,,,,Cedric Bozeman,cedric-bozeman-1
2002-03,UCLA,Pac-10,21,17,545,,0.451,0.441,0.211,0.243,,,,6.5,21.9,,0.1,22.1,18.9,-0.1,0.3,0.2,0.013,,,,Cedric Bozeman,cedric-bozeman-1
2003-04,UCLA,Pac-10,28,28,943,,0.452,0.429,0.138,0.378,,,,,,,,26.7,,0,0.5,0.5,0.02,,,,Cedric Bozeman,cedric-bozeman-1
2005-06,UCLA,Pac-10,31,30,850,,0.601,0.565,0.333,0.345,,,,7.7,16.7,,0.2,21.6,15.8,1.7,1.3,3,0.143,,,,Cedric Bozeman,cedric-bozeman-1
Career,UCLA,,106,96,2946,,0.489,0.471,0.224,0.304,,,,6.9,20.6,,0.2,26.1,16.4,1.5,2.5,3.9,0.054,,,,Cedric Bozeman,cedric-bozeman-1
2004-05,St. John's (NY),Big East,27,25,658,,0.416,0.377,0.331,0.297,,,,8.5,13,,0.7,20.6,12.8,-0.4,1,0.7,0.041,,,,Cedric Jackson,cedric-jackson-1
2005-06,St. John's (NY),Big East,27,10,649,,0.399,0.378,0.325,0.447,,,,8,14.6,,0.6,22,15.1,-0.6,1.4,0.7,0.046,,,,Cedric Jackson,cedric-jackson-1
2007-08,Cleveland State,Horizon,34,34,1058,,0.533,0.484,0.334,0.541,,,,9.5,34.8,,0.7,22.8,27.8,1.9,3.1,4.9,0.186,,,,Cedric Jackson,cedric-jackson-1
2008-09,Cleveland State,Horizon,37,37,1231,,0.479,0.439,0.313,0.458,,,,10.2,33.2,,0.5,23.9,23.3,0.6,4.4,4.9,0.16,,,,Cedric Jackson,cedric-jackson-1
Career,Overall,,125,106,3596,,0.482,0.44,0.325,0.468,,,,9.3,26.6,,0.6,22.9,21.2,1.4,9.8,11.3,0.125,,,,Cedric Jackson,cedric-jackson-1
2004-05,NC State,ACC,31,2,309,,0.52,0.506,0.024,0.53,,,,11.1,9.3,,8.5,18.1,21.3,0.3,1,1.3,0.166,,,,Cedric Simmons,cedric-simmons-1
2005-06,NC State,ACC,32,31,880,,0.626,0.592,0.009,0.812,,,,13.8,13.3,,6.4,16.3,21.8,2.7,1.9,4.6,0.208,,,,Cedric Simmons,cedric-simmons-1
Career,NC State,,63,33,1189,,0.599,0.568,0.013,0.734,,,,13.1,12.3,,7,16.8,21.7,3,2.8,5.9,0.197,,,,Cedric Simmons,cedric-simmons-1
2014-15,Boise State,MWC,29,18,358,12.2,0.43,0.379,0.161,0.425,105,8.1,12.3,10.3,12.5,2.5,1.4,12.5,18.9,0.3,0.7,1,0.113,-1.5,2.7,1.1,Chandler Hutchison,chandler-hutchison-1
2015-16,Boise State,MWC,31,8,615,17.1,0.537,0.506,0.081,0.478,231,9.7,15.1,12.3,12.8,1.9,2.1,13.6,18.5,1.2,1,2.2,0.145,0.8,2.9,3.8,Chandler Hutchison,chandler-hutchison-1
2016-17,Boise State,MWC,32,32,1014,22.4,0.555,0.526,0.165,0.421,536,4.4,23.8,14.2,19.3,2.2,0.6,14.6,28.9,2.2,1.8,4,0.159,1.9,2.6,4.5,Chandler Hutchison,chandler-hutchison-1
2017-18,Boise State,MWC,31,31,961,25.9,0.575,0.528,0.296,0.519,603,3.4,25.6,14.6,24.1,2.7,0.9,16.2,33.2,2.8,2.2,5,0.208,3.6,4.3,7.9,Chandler Hutchison,chandler-hutchison-1
Career,Boise State,,123,89,2948,21.2,0.551,0.512,0.204,0.468,1476,5.6,21.1,13.5,18.7,2.3,1.1,15,26.9,6.5,5.8,12.3,0.167,1.8,3.2,5.1,Chandler Hutchison,chandler-hutchison-1
2007-08,Florida,SEC,36,0,744,,0.569,0.553,0.495,0.381,,,,,,,,12.3,,1.4,1.3,2.7,0.144,,,,Chandler Parsons,chandler-parsons-1
2008-09,Florida,SEC,36,28,937,,0.533,0.527,0.442,0.252,,,,,,,,13.8,,1.2,2,3.2,0.136,,,,Chandler Parsons,chandler-parsons-1
2009-10,Florida,SEC,34,18,1054,21.5,0.587,0.559,0.371,0.528,421,8.2,16.9,12.5,16.3,2.2,0.5,15.8,20.2,3,1.7,4.7,0.178,,,,Chandler Parsons,chandler-parsons-1
2010-11,Florida,SEC,36,35,1229,19.7,0.551,0.546,0.362,0.3,440,7.3,19.3,13.4,21.6,1.7,1.3,18,19.2,2.7,2.2,5,0.162,5.2,4.3,9.5,Chandler Parsons,chandler-parsons-1
Career,Florida,,142,81,3964,20.5,0.56,0.546,0.411,0.363,861,7.7,18.2,13,19.1,2,0.9,15.3,19.6,8.4,7.2,15.5,0.157,5.2,4.3,9.5,Chandler Parsons,chandler-parsons-1
2001-02,Arizona,Pac-10,34,25,814,,0.63,0.595,0,0.537,,,,,,,,15.4,,2.1,1.6,3.7,0.184,,,,Channing Frye,channing-frye-1
2002-03,Arizona,Pac-10,32,27,814,,0.589,0.569,0.003,0.379,,,,16.1,5.2,,4.6,8.3,20.2,2.1,3.8,5.9,0.29,,,,Channing Frye,channing-frye-1
2003-04,Arizona,Pac-10,30,30,910,,0.589,0.553,0.014,0.321,,,,13.1,10.7,,4.2,10.8,22.2,2.4,1.8,4.2,0.185,,,,Channing Frye,channing-frye-1
2004-05,Arizona,Pac-10,37,37,1148,,0.605,0.557,0.041,0.373,,,,14.3,12,,5,11.7,22.7,3.6,3.7,7.4,0.256,,,,Channing Frye,channing-frye-1
Career,Arizona,,133,119,3686,,0.601,0.565,0.018,0.387,,,,14.4,9.7,,4.7,11.4,21.9,10.3,10.9,21.2,0.23,,,,Channing Frye,channing-frye-1
2012-13,James Madison,CAA,32,11,729,14,0.508,0.471,0.455,0.353,182,4.3,11.4,7.6,8.6,1.8,3.2,8.5,14.8,1.1,0.6,1.8,0.096,0,0.6,0.6,Charles Cooke,charles-cooke-1
2013-14,James Madison,CAA,30,28,1052,16.8,0.528,0.46,0.3,0.623,413,4.6,11.9,8.3,12.2,2.5,1.4,15.4,24.5,1.3,1.2,2.5,0.095,0,-0.4,-0.4,Charles Cooke,charles-cooke-1
2015-16,Dayton,A-10,32,31,1029,21.7,0.563,0.527,0.405,0.458,460,4.9,15.1,10.2,12,2.3,4.1,11.2,24.8,2.4,2.3,4.7,0.182,3.8,4.2,8,Charles Cooke,charles-cooke-1
2016-17,Dayton,A-10,29,27,915,21.3,0.566,0.529,0.37,0.455,437,3.8,14.9,9.5,18.9,2,3.7,13.1,26.1,2.1,1.8,3.9,0.172,3.5,3.2,6.7,Charles Cooke,charles-cooke-1
Career,Overall,,123,97,3725,18.7,0.547,0.502,0.374,0.487,1492,4.4,13.4,9,13.1,2.2,3.1,12.7,23.1,6.9,5.9,12.8,0.138,1.9,2,3.9,Charles Cooke,charles-cooke-1
2007-08,Hofstra,CAA,29,29,1004,,0.547,0.5,0.179,0.362,,,,7.6,13.7,,1.1,19.6,24.8,1.9,1.2,3.1,0.123,,,,Charles Jenkins,charles-jenkins-1
2008-09,Hofstra,CAA,32,32,1122,,0.512,0.434,0.197,0.465,,,,7.3,32.1,,1.1,14.8,31.3,1.9,2.4,4.2,0.151,,,,Charles Jenkins,charles-jenkins-1
2009-10,Hofstra,CAA,34,34,1234,23.6,0.556,0.502,0.29,0.395,659,3.1,10.1,6.5,25,2.9,1.6,14.6,28.5,3.8,1.8,5.6,0.182,,,,Charles Jenkins,charles-jenkins-1
2010-11,Hofstra,CAA,33,33,1232,31.4,0.635,0.585,0.326,0.459,706,1.8,8.8,5.3,31.5,2.9,1.9,11.1,28.7,6.4,0.9,7.3,0.236,10,-1.1,8.9,Charles Jenkins,charles-jenkins-1
Career,Hofstra,,128,128,4592,27.5,0.563,0.505,0.254,0.425,1365,2.5,9.4,6.6,26,2.9,1.4,14.7,28.4,13.9,6.2,20.2,0.176,10,-1.1,8.9,Charles Jenkins,charles-jenkins-1
