SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER40_FG,PER40_FGA,PER40_FG%,PER40_2P,PER40_2PA,PER40_2P%,PER40_3P,PER40_3PA,PER40_3P%,PER40_FT,PER40_FTA,PER40_FT%,PER40_TRB,PER40_AST,PER40_STL,PER40_BLK,PER40_TOV,PER40_PF,PER40_PTS,PLAYER,SPORTS_REF_ID
2014-15,St. Bonaventure,A-10,22,22,714,3.4,8.9,0.386,1.5,3,0.509,1.9,5.9,0.324,3.6,4.6,0.783,3.1,5.5,1.4,0.1,2.4,2.6,12.4,Jaylen Adams,jaylen-adams-1
2015-16,St. Bonaventure,A-10,30,30,1125,5.3,12,0.445,2.3,5.2,0.455,3,6.8,0.438,5.4,6.2,0.874,3.9,5.3,1.4,0.3,2.9,2.8,19.1,Jaylen Adams,jaylen-adams-1
2016-17,St. Bonaventure,A-10,30,29,1123,6,14.3,0.419,3.2,6.6,0.492,2.7,7.7,0.356,7.3,8.9,0.821,4,6.9,2.2,0.2,3.7,3,22,Jaylen Adams,jaylen-adams-1
2017-18,St. Bonaventure,A-10,28,27,1036,5.9,13.5,0.437,3,6.9,0.438,2.9,6.6,0.436,5.9,7,0.851,3.7,5.6,1.7,0.3,3.3,3.1,20.7,Jaylen Adams,jaylen-adams-1
Career,St. Bonaventure,,110,108,3998,5.3,12.5,0.427,2.6,5.6,0.467,2.7,6.9,0.394,5.8,6.9,0.838,3.7,5.9,1.7,0.2,3.1,2.9,19.1,Jaylen Adams,jaylen-adams-1
2015-16,California,Pac-12,34,34,939,6.9,16.1,0.431,5.7,11.8,0.482,1.3,4.3,0.294,6,9.2,0.654,7.8,2.9,1.2,0.9,4.5,4.6,21.2,Jaylen Brown,jaylen-brown-1
Career,California,,34,34,939,6.9,16.1,0.431,5.7,11.8,0.482,1.3,4.3,0.294,6,9.2,0.654,7.8,2.9,1.2,0.9,4.5,4.6,21.2,Jaylen Brown,jaylen-brown-1
2016-17,Duke,ACC,29,27,966,6.8,15.1,0.452,5.2,10.3,0.504,1.7,4.8,0.342,4.9,5.8,0.849,8.8,2.6,1.6,1.4,3.1,3.6,20.2,Jayson Tatum,jayson-tatum-1
Career,Duke,,29,27,966,6.8,15.1,0.452,5.2,10.3,0.504,1.7,4.8,0.342,4.9,5.8,0.849,8.8,2.6,1.6,1.4,3.1,3.6,20.2,Jayson Tatum,jayson-tatum-1
2005-06,UConn,Big East,33,1,543,6.1,10,0.61,6.1,10,0.61,0,0,,3.7,5.7,0.641,12.2,1.1,1,1.8,1.9,3.1,15.9,Jeff Adrien,jeff-adrien-1
2006-07,UConn,Big East,31,31,1027,6.1,12.2,0.5,6.1,12.1,0.502,0,0,0,3.7,6.3,0.586,11.7,1.1,1.1,1.7,3,2.3,15.9,Jeff Adrien,jeff-adrien-1
2007-08,UConn,Big East,33,33,1115,6.2,12.4,0.501,6.1,12.2,0.501,0.1,0.1,0.5,5.1,8.2,0.616,10.8,1.5,0.6,1.5,3.2,2.3,17.5,Jeff Adrien,jeff-adrien-1
2008-09,UConn,Big East,36,36,1245,6.1,12.1,0.505,6.1,12,0.507,0,0,0,3.6,6,0.597,11.5,1.9,0.6,1.3,2.1,2.3,15.8,Jeff Adrien,jeff-adrien-1
Career,UConn,,133,101,3930,6.1,11.9,0.515,6.1,11.8,0.516,0,0.1,0.333,4,6.7,0.606,11.5,1.5,0.8,1.5,2.6,2.4,16.3,Jeff Adrien,jeff-adrien-1
2005-06,Arizona State,Pac-10,27,22,688,6.7,13.5,0.494,6.7,13.4,0.498,0,0.1,0,3.8,5.2,0.73,9.6,0.9,0.7,1.3,3,5.4,17.2,Jeff Ayres,jeff-pendergraph-1
2006-07,Arizona State,Pac-10,30,29,1007,5.8,10.4,0.551,5.8,10.2,0.562,0,0.2,0,2.9,4,0.73,10.8,1,0.7,0.9,2.8,4.1,14.4,Jeff Ayres,jeff-pendergraph-1
2007-08,Arizona State,Pac-10,34,34,967,6.3,10.7,0.593,6.3,10.6,0.595,0,0,0,4.8,6,0.793,9,1.2,0.6,2.3,2.8,4.3,17.4,Jeff Ayres,jeff-pendergraph-1
2008-09,Arizona State,Pac-10,35,35,1139,7,10.5,0.66,7,10.5,0.662,0,0,0,4,5.1,0.779,10.1,1.1,0.6,1.1,1.5,3.3,17.9,Jeff Ayres,jeff-pendergraph-1
Career,Arizona State,,126,120,3801,6.4,11.1,0.58,6.4,11,0.585,0,0.1,0,3.9,5,0.764,9.9,1.1,0.7,1.4,2.4,4.2,16.7,Jeff Ayres,jeff-pendergraph-1
2007-08,Cornell,Ivy,22,0,472,5.3,9.7,0.553,5.3,9.7,0.553,0,0,,4,6.9,0.573,11.7,2.8,0.7,2.5,2.7,5.3,14.7,Jeff Foote,jeff-foote-1
2008-09,Cornell,Ivy,31,30,884,6.3,11.9,0.531,6.3,11.9,0.531,0,0,,4,6.4,0.631,10,3.2,0.5,2.9,2.8,3.7,16.6,Jeff Foote,jeff-foote-1
2009-10,Cornell,Ivy,34,34,949,7,11.1,0.625,7,11.1,0.625,0,0,,3.7,6.2,0.592,11.5,3.3,0.8,2.7,3.5,3.4,17.6,Jeff Foote,jeff-foote-1
Career,Cornell,,87,64,2305,6.4,11.1,0.573,6.4,11.1,0.573,0,0,,3.9,6.4,0.603,11,3.2,0.7,2.7,3.1,3.9,16.6,Jeff Foote,jeff-foote-1
1995-96,Texas State,Southland,26,,340,3.6,8.2,0.443,3.5,8.1,0.435,0.1,0.1,1,2.2,4.6,0.487,12.7,2.2,1.1,2,2.8,7.6,9.6,Jeff Foster,jeff-foster-1
1996-97,Texas State,Southland,29,,637,5.5,10.7,0.512,5.3,10.5,0.503,0.2,0.2,1,4.5,6.9,0.645,13.9,1.6,1.4,2.4,3.4,5.7,15.6,Jeff Foster,jeff-foster-1
1997-98,Texas State,Southland,28,,,,,0.532,,,0.532,,,,,,0.611,,,,,,,,Jeff Foster,jeff-foster-1
1998-99,Texas State,Southland,28,,787,7.2,14.5,0.498,7.2,14.5,0.498,0,0,,5.7,8.3,0.693,16.1,2.2,1.5,1.4,2.9,1.4,20.2,Jeff Foster,jeff-foster-1
Career,Texas State,,111,,1764,9.1,17.9,0.508,9,17.8,0.505,0.1,0.1,1,6.3,9.9,0.639,21.1,3,2.2,2.5,3.1,4.2,24.6,Jeff Foster,jeff-foster-1
2004-05,Georgetown,Big East,32,32,1083,5.4,10.7,0.502,4.5,8.5,0.528,0.9,2.2,0.4,3.8,5.4,0.699,7.8,3.4,1.1,1.9,2.9,3.4,15.4,Jeff Green,jeff-green-1
2005-06,Georgetown,Big East,33,33,1073,5.3,12,0.445,4.2,8.5,0.498,1.1,3.4,0.315,2.9,4.7,0.624,8.1,4,1.2,1.2,3.1,2.6,14.7,Jeff Green,jeff-green-1
2006-07,Georgetown,Big East,37,37,1232,6.4,12.4,0.513,5.2,9.3,0.559,1.2,3.1,0.375,3.2,4.2,0.775,7.7,3.8,1,1.4,3.1,3,17.1,Jeff Green,jeff-green-1
Career,Georgetown,,102,102,3388,5.7,11.7,0.488,4.7,8.8,0.531,1.1,2.9,0.359,3.3,4.7,0.7,7.8,3.8,1.1,1.5,3,3,15.8,Jeff Green,jeff-green-1
1993-94,UNC,ACC,35,1,512,5.5,12,0.458,3.4,6.9,0.489,2.1,5.1,0.415,2.3,3.7,0.638,4.5,6.6,2,0,3.9,2.4,15.4,Jeff McInnis,jeff-mcinnis-1
1994-95,UNC,ACC,34,32,981,6.3,12.9,0.491,4.5,8.3,0.544,1.8,4.6,0.393,2.7,4,0.667,5.6,7.3,1.8,0,2.9,3,17.1,Jeff McInnis,jeff-mcinnis-1
1995-96,UNC,ACC,31,29,1067,6.7,15.3,0.435,4.2,8.9,0.466,2.5,6.4,0.392,3.3,4.1,0.8,3,6.4,1.4,0,2.9,2.7,19.2,Jeff McInnis,jeff-mcinnis-1
Career,UNC,,100,62,2560,6.3,13.7,0.459,4.1,8.3,0.5,2.2,5.4,0.397,2.9,4,0.719,4.3,6.8,1.7,0,3.1,2.8,17.6,Jeff McInnis,jeff-mcinnis-1
2007-08,Wake Forest,ACC,30,21,892,6.1,13.9,0.434,4.6,10.3,0.448,1.4,3.6,0.395,5.1,6.4,0.803,3.7,3.3,2.5,0.7,3.4,3.1,18.7,Jeff Teague,jeff-teague-1
2008-09,Wake Forest,ACC,31,31,991,7.3,15,0.485,5.4,10.9,0.502,1.8,4.1,0.441,7.2,8.8,0.817,4.1,4.4,2.3,0.8,4.2,2.7,23.6,Jeff Teague,jeff-teague-1
Career,Wake Forest,,61,52,1883,6.7,14.5,0.462,5.1,10.6,0.477,1.6,3.9,0.421,6.2,7.7,0.812,3.9,3.9,2.4,0.7,3.8,2.9,21.2,Jeff Teague,jeff-teague-1
2009-10,Kansas,Big 12,15,0,45,6.2,11.6,0.538,6.2,11.6,0.538,0,0,,4.4,8,0.556,18.7,0,0.9,5.3,2.7,6.2,16.9,Jeff Withey,jeff-withey-1
2010-11,Kansas,Big 12,26,1,162,5.4,8.4,0.647,5.4,8.4,0.647,0,0,,4.2,8.1,0.515,11.4,1.2,1.2,4.7,3,6.7,15.1,Jeff Withey,jeff-withey-1
2011-12,Kansas,Big 12,39,39,968,4.7,8.7,0.536,4.7,8.7,0.536,0,0,,5.1,6.4,0.795,10.2,1.2,1,5.8,2.1,4,14.5,Jeff Withey,jeff-withey-1
2012-13,Kansas,Big 12,37,36,1144,6.5,11.1,0.582,6.4,11.1,0.58,0,0,1,4.8,6.7,0.714,11,1.2,1,5.1,2.6,2.7,17.8,Jeff Withey,jeff-withey-1
Career,Kansas,,117,76,2319,5.6,9.9,0.568,5.6,9.9,0.567,0,0,1,4.9,6.7,0.726,10.8,1.2,1,5.4,2.4,3.6,16.2,Jeff Withey,jeff-withey-1
2008-09,Vanderbilt,SEC,31,31,805,6.8,13.5,0.502,6.3,11.4,0.552,0.4,2,0.22,4.8,6.9,0.691,9.5,2.6,1.4,0.6,3.4,3.8,18.7,Jeffery Taylor,jeffery-taylor-1
2009-10,Vanderbilt,SEC,33,33,883,6.7,13.6,0.493,6.7,13.1,0.509,0,0.5,0.091,6.4,8.6,0.746,7.8,2.6,1.6,0.6,3.4,3.9,19.8,Jeffery Taylor,jeffery-taylor-1
2010-11,Vanderbilt,SEC,34,33,1078,6.3,14.1,0.449,4.9,9.9,0.493,1.4,4.2,0.345,4.5,6.2,0.719,7,3,1.3,0.7,3.2,3.1,18.6,Jeffery Taylor,jeffery-taylor-1
2011-12,Vanderbilt,SEC,36,36,1157,7.3,14.7,0.493,5,9.3,0.533,2.3,5.4,0.423,3.3,5.4,0.605,6.9,2.1,1.6,0.6,2.7,2.3,20.1,Jeffery Taylor,jeffery-taylor-1
Career,Vanderbilt,,134,133,3923,6.8,14.1,0.483,5.6,10.8,0.52,1.2,3.3,0.358,4.6,6.6,0.693,7.7,2.6,1.5,0.6,3.2,3.2,19.3,Jeffery Taylor,jeffery-taylor-1
1995-96,UCLA,Pac-10,31,,921,6,8.9,0.676,6,8.9,0.676,0,0,,1.7,4,0.435,10.5,1.2,0.8,4.4,2.7,3.3,13.7,Jelani McCoy,jelani-mccoy-1
1996-97,UCLA,Pac-10,32,,846,7.2,9.5,0.756,7.2,9.5,0.756,0,0,,2.1,4.8,0.446,9.8,2.3,0.9,2.9,4.1,4,16.5,Jelani McCoy,jelani-mccoy-1
1997-98,UCLA,Pac-10,15,,,,,0.6,,,0.6,,,,,,0.522,,,,,,,,Jelani McCoy,jelani-mccoy-1
Career,UCLA,,78,,1767,7.9,11.3,0.694,7.9,11.3,0.694,0,0,,2.7,5.9,0.462,12.6,2,1,4.3,3.4,3.6,18.4,Jelani McCoy,jelani-mccoy-1
2016-17,New Mexico State,WAC,34,0,833,6.3,12.6,0.502,6.1,11.6,0.527,0.2,1.1,0.227,2.9,4.8,0.61,13.8,4.9,1.8,1.2,3.4,4.4,15.8,Jemerrio Jones,jemerrio-jones-1
2017-18,New Mexico State,WAC,34,33,964,6.9,13.8,0.503,6.8,12,0.564,0.2,1.8,0.093,1.5,2.9,0.521,18.7,4.4,1.5,0.8,3.4,3.2,15.6,Jemerrio Jones,jemerrio-jones-1
Career,New Mexico State,,68,33,1797,6.7,13.2,0.503,6.5,11.8,0.547,0.2,1.4,0.138,2.2,3.8,0.573,16.4,4.7,1.6,1,3.4,3.7,15.7,Jemerrio Jones,jemerrio-jones-1
2012-13,Syracuse,Big East,40,9,572,3.8,8.2,0.462,3.4,7.1,0.471,0.4,1,0.4,2.9,5.1,0.562,8.3,1.3,1.2,1.3,1.8,3.8,10.8,Jerami Grant,jerami-grant-1
2013-14,Syracuse,ACC,32,20,1005,5.3,10.7,0.496,5.3,10.5,0.506,0,0.2,0,4.8,7.1,0.674,8.6,1.8,1,0.7,1.5,3,15.4,Jerami Grant,jerami-grant-1
Career,Syracuse,,72,29,1577,4.7,9.8,0.486,4.6,9.3,0.496,0.2,0.5,0.3,4.1,6.4,0.641,8.5,1.6,1.1,0.9,1.6,3.3,13.7,Jerami Grant,jerami-grant-1
2005-06,Marquette,Big East,31,31,853,6.5,14.6,0.442,5.9,12.5,0.47,0.6,2.2,0.283,2.5,3.4,0.75,6.6,4,3,0.7,5.5,3.6,16.1,Jerel McNeal,jerel-mcneal-1
2006-07,Marquette,Big East,29,29,876,7,16.8,0.417,5.7,12.5,0.454,1.4,4.4,0.313,4,5.9,0.682,6.3,5,3.5,0.7,5.4,4.7,19.5,Jerel McNeal,jerel-mcneal-1
2007-08,Marquette,Big East,35,35,1056,7.5,16.4,0.456,6.2,12.1,0.511,1.3,4.4,0.304,3.5,5,0.702,6.5,4.7,2.9,0.6,3.7,4.1,19.8,Jerel McNeal,jerel-mcneal-1
2008-09,Marquette,Big East,35,35,1226,7.7,17.4,0.442,4.9,10.4,0.472,2.8,7,0.398,4.4,6,0.738,5.2,4.5,2.3,0.7,3.4,2.8,22.6,Jerel McNeal,jerel-mcneal-1
Career,Marquette,,130,130,4011,7.2,16.4,0.44,5.6,11.7,0.478,1.6,4.7,0.347,3.7,5.1,0.717,6.1,4.5,2.9,0.7,4.3,3.7,19.8,Jerel McNeal,jerel-mcneal-1
2006-07,Western Kentucky,Sun Belt,32,30,672,5.2,8,0.644,5.1,8,0.642,0.1,0.1,1,2.9,4.3,0.671,10.8,1,1.1,2.6,1.8,4.2,13.3,Jeremy Evans,jeremy-evans-1
2007-08,Western Kentucky,Sun Belt,34,33,716,4.5,7.2,0.625,4,6.1,0.661,0.4,1.1,0.421,1.9,3,0.642,9.8,1.1,0.9,2.8,2.1,4.4,11.3,Jeremy Evans,jeremy-evans-1
2008-09,Western Kentucky,Sun Belt,34,33,861,5.7,9,0.634,5.7,9,0.637,0,0,0,2.4,3.3,0.722,9.1,0.5,1,3.2,1.5,3.8,13.8,Jeremy Evans,jeremy-evans-1
2009-10,Western Kentucky,Sun Belt,34,34,901,6.1,9.4,0.649,5.9,8.8,0.673,0.1,0.5,0.25,2.8,4.1,0.688,10.4,1.1,1.2,2.7,1.6,4.4,15.1,Jeremy Evans,jeremy-evans-1
Career,Western Kentucky,,134,130,3150,5.4,8.5,0.639,5.3,8.1,0.654,0.2,0.4,0.364,2.5,3.7,0.684,10,0.9,1.1,2.8,1.7,4.2,13.5,Jeremy Evans,jeremy-evans-1
2010-11,UConn,Big East,41,40,1140,6.4,13.1,0.487,4.8,8.7,0.546,1.6,4.4,0.368,1.6,2.1,0.797,6.4,2.3,1.2,0.9,1.8,2.2,16,Jeremy Lamb,jeremy-lamb-1
2011-12,UConn,Big East,34,34,1266,6.9,14.3,0.478,4.6,7.7,0.601,2.2,6.7,0.336,3.1,3.8,0.81,5.2,1.8,1.3,0.7,2.1,1.8,19.1,Jeremy Lamb,jeremy-lamb-1
Career,UConn,,75,74,2406,6.6,13.8,0.482,4.7,8.2,0.573,1.9,5.6,0.348,2.4,3,0.806,5.8,2.1,1.3,0.8,2,2,17.6,Jeremy Lamb,jeremy-lamb-1
2006-07,Harvard,Ivy,28,0,506,3.5,8.4,0.415,2.8,5.8,0.473,0.7,2.5,0.281,2.8,3.5,0.818,5.5,3.9,2.2,0.2,4,5.7,10.5,Jeremy Lin,jeremy-lin-1
2007-08,Harvard,Ivy,30,30,940,6.3,14,0.448,5,9.5,0.527,1.2,4.4,0.279,2.3,3.7,0.621,6.1,4.6,2.5,0.8,3.6,4.1,16,Jeremy Lin,jeremy-lin-1
2008-09,Harvard,Ivy,28,28,975,6.8,13.6,0.502,5.2,9.5,0.545,1.6,4.1,0.4,5.1,6.9,0.744,6.3,4.9,2.8,0.7,4.3,3.3,20.4,Jeremy Lin,jeremy-lin-1
2009-10,Harvard,Ivy,29,29,933,6.4,12.3,0.519,5.1,8.5,0.598,1.3,3.8,0.341,6.3,8.4,0.755,5.4,5.6,3,1.3,3.9,3.6,20.4,Jeremy Lin,jeremy-lin-1
Career,Harvard,,115,87,3354,6,12.5,0.481,4.7,8.7,0.547,1.3,3.9,0.333,4.3,5.9,0.733,5.9,4.8,2.7,0.8,3.9,4,17.7,Jeremy Lin,jeremy-lin-1
2005-06,Gonzaga,WCC,33,2,565,2.1,7.4,0.279,1.5,4.9,0.304,0.6,2.5,0.229,1.6,2.4,0.676,5,4.7,2.1,0.2,3.8,2.9,6.3,Jeremy Pargo,jeremy-pargo-1
2006-07,Gonzaga,WCC,34,34,1142,5,10.2,0.486,4.2,8.2,0.515,0.8,2.1,0.373,3.6,5,0.732,5.1,5.5,1.7,0.1,3.9,3.1,14.4,Jeremy Pargo,jeremy-pargo-1
2007-08,Gonzaga,WCC,33,33,1120,5.3,10.7,0.497,4.5,7.8,0.585,0.8,3,0.265,2.8,4.1,0.678,4.3,7.1,1.7,0.3,4,2.4,14.2,Jeremy Pargo,jeremy-pargo-1
2008-09,Gonzaga,WCC,34,34,1019,5.4,11.3,0.479,4.5,8.8,0.513,0.9,2.5,0.359,1.9,2.7,0.7,4.6,6.6,1.8,0.2,3.2,2.4,13.7,Jeremy Pargo,jeremy-pargo-1
Career,Gonzaga,,134,103,3846,4.8,10.2,0.465,4,7.7,0.515,0.8,2.5,0.311,2.6,3.8,0.704,4.7,6.1,1.8,0.2,3.7,2.7,12.9,Jeremy Pargo,jeremy-pargo-1
2011-12,Notre Dame,Big East,34,33,1232,4,10.6,0.38,2.2,5.4,0.406,1.9,5.2,0.354,3.7,4.5,0.819,3.1,5.5,1.4,0.2,2,1.9,13.6,Jerian Grant,jerian-grant-1
2012-13,Notre Dame,Big East,35,34,1270,4.9,12.1,0.406,3.3,7.3,0.446,1.6,4.8,0.344,3.2,4.3,0.737,3.2,6.1,1.4,0.3,3.1,2,14.6,Jerian Grant,jerian-grant-1
2013-14,Notre Dame,ACC,12,12,427,6.7,13,0.518,4.9,8.4,0.578,1.9,4.6,0.408,6,6.9,0.865,2.8,6.9,2.2,0.4,2.1,2.2,21.4,Jerian Grant,jerian-grant-1
2014-15,Notre Dame,ACC,38,38,1408,5.8,12.1,0.478,4.4,7.6,0.572,1.4,4.5,0.316,4.8,6.2,0.78,3.3,7.2,1.8,0.5,2.3,2.1,17.8,Jerian Grant,jerian-grant-1
Career,Notre Dame,,119,117,4337,5.1,11.8,0.436,3.5,7,0.498,1.7,4.8,0.345,4.1,5.2,0.79,3.2,6.4,1.6,0.3,2.5,2,16,Jerian Grant,jerian-grant-1
1995-96,Detroit,MW Coll,27,,955,3.5,8.4,0.415,2.6,5.9,0.437,0.9,2.4,0.362,2.2,3.4,0.646,4.4,4.2,1.2,0.4,2.7,2,10.1,Jermaine Jackson,jermaine-jackson-1
1996-97,Detroit,MW Coll,29,,1003,3.6,8.7,0.413,2,4.8,0.421,1.6,3.9,0.402,3,4.3,0.704,4.2,4.8,1.2,0.2,2.3,2.2,11.8,Jermaine Jackson,jermaine-jackson-1
1997-98,Detroit,MW Coll,31,,,,,0.451,,,0.48,,,0.32,,,0.701,,,,,,,,Jermaine Jackson,jermaine-jackson-1
1998-99,Detroit,MW Coll,31,,1081,4.8,11.3,0.43,4,8.5,0.465,0.9,2.8,0.32,5.4,7.2,0.749,7.3,5.2,1.4,0.3,3.4,2.1,16,Jermaine Jackson,jermaine-jackson-1
Career,Detroit,,118,,3039,5.6,13.1,0.429,4.3,9.5,0.457,1.3,3.7,0.357,5.1,7.1,0.71,7.3,6.7,1.9,0.4,2.8,2.1,17.7,Jermaine Jackson,jermaine-jackson-1
2005-06,UCF,CUSA,29,0,338,5.8,14.7,0.395,3.8,8,0.471,2,6.6,0.304,1.3,3,0.44,7.5,1.8,1.5,0.7,3.6,3.6,14.9,Jermaine Taylor,jermaine-taylor-1
2006-07,UCF,CUSA,31,0,782,7.1,15,0.474,3.9,7.2,0.539,3.2,7.8,0.414,2.8,3.9,0.711,5.1,2.5,1.4,0.5,3.5,2.8,20.2,Jermaine Taylor,jermaine-taylor-1
2007-08,UCF,CUSA,31,29,1037,8.9,19.3,0.461,5.9,11,0.531,3,8.3,0.367,4.1,5.1,0.795,5.7,2,1.4,0.3,3,2.5,24.9,Jermaine Taylor,jermaine-taylor-1
2008-09,UCF,CUSA,31,31,989,11.8,24.5,0.48,8,14.6,0.551,3.7,9.9,0.376,5.6,6.9,0.812,6.5,2.3,1.6,1,3.5,2.2,32.8,Jermaine Taylor,jermaine-taylor-1
Career,UCF,,122,60,3146,9,19.4,0.466,5.8,10.9,0.536,3.2,8.5,0.376,3.9,5.1,0.764,6,2.2,1.5,0.6,3.3,2.6,25.2,Jermaine Taylor,jermaine-taylor-1
2003-04,Alabama,SEC,33,28,766,3.5,7.4,0.472,3.5,7.4,0.472,0,0,,1.6,2.7,0.577,7.5,0.8,0.4,2.4,1.8,3.6,8.6,Jermareo Davidson,jermareo-davidson-1
2004-05,Alabama,SEC,32,32,829,4.3,7.5,0.577,4.3,7.5,0.577,0,0,,3,4.6,0.656,12.2,1.4,0.5,2.3,1.9,3.8,11.7,Jermareo Davidson,jermareo-davidson-1
2005-06,Alabama,SEC,31,31,1048,6.4,13.4,0.477,6.4,13.3,0.481,0,0.1,0,4,5.4,0.746,10.5,1.5,1,2.2,2.6,2.6,16.9,Jermareo Davidson,jermareo-davidson-1
2006-07,Alabama,SEC,30,30,968,6.2,15.1,0.407,6,14.5,0.414,0.2,0.7,0.25,4.8,6.2,0.775,10.2,1.8,1,2.9,2.1,2.2,17.3,Jermareo Davidson,jermareo-davidson-1
Career,Alabama,,126,121,3611,5.3,11.3,0.467,5.2,11,0.471,0,0.2,0.211,3.5,4.9,0.717,10.2,1.4,0.8,2.4,2.1,3,14,Jermareo Davidson,jermareo-davidson-1
2006-07,UConn,Big East,31,30,942,5.6,15.4,0.361,3.7,9.7,0.382,1.9,5.7,0.326,5.2,7.3,0.719,4.8,2.8,2.5,0.5,2.8,3.4,18.2,Jerome Dyson,jerome-dyson-1
2007-08,UConn,Big East,24,18,648,5.7,13.9,0.413,4.1,8.8,0.465,1.7,5.1,0.325,5.3,6.5,0.811,5.3,3,2.6,1,4,4.4,18.5,Jerome Dyson,jerome-dyson-1
2008-09,UConn,Big East,24,24,703,5.9,14.5,0.408,4.6,10.6,0.43,1.4,3.9,0.348,4.8,6.6,0.724,5.6,4.3,2.5,0.5,2.8,2.4,18,Jerome Dyson,jerome-dyson-1
2009-10,UConn,Big East,34,34,1143,6.8,17.5,0.391,5.4,12.7,0.428,1.4,4.8,0.292,5.5,7.6,0.716,5.1,5,1.5,0.7,4.6,3.3,20.5,Jerome Dyson,jerome-dyson-1
Career,UConn,,113,106,3436,6.1,15.6,0.39,4.5,10.7,0.423,1.6,4.9,0.318,5.2,7.1,0.735,5.2,3.9,2.2,0.7,3.6,3.4,19,Jerome Dyson,jerome-dyson-1
1995-96,Florida A&M,MEAC,27,,685,7.5,16.8,0.448,7.5,16.8,0.449,0,0.1,0,3.6,8,0.453,12.8,0.5,0.4,6.9,4.7,5.4,18.7,Jerome James,jerome-james-1
1996-97,Florida A&M,MEAC,27,,706,10,18.9,0.53,10,18.9,0.532,0,0.1,0,4.6,8.3,0.558,13.7,0.9,1,6.7,5.6,6.5,24.7,Jerome James,jerome-james-1
1997-98,Florida A&M,MEAC,27,,,,,0.5,,,0.5,,,,,,0.553,,,,,,,,Jerome James,jerome-james-1
Career,Florida A&M,,81,,1391,14.8,29.8,0.495,14.8,29.8,0.496,0,0.1,0,7.6,14.4,0.527,21.4,1.6,1.2,10.4,5.1,6,37.2,Jerome James,jerome-james-1
2006-07,Tulsa,CUSA,23,10,179,6.5,10.9,0.592,6.5,10.9,0.592,0,0,,0.7,2.5,0.273,10.9,0.9,0.7,3.8,3.6,4.7,13.6,Jerome Jordan,jerome-jordan-1
2007-08,Tulsa,CUSA,39,39,1021,6,10.7,0.564,6,10.7,0.564,0,0,,4,5.8,0.689,12.1,1.2,0.6,5.6,3.4,4.3,16.1,Jerome Jordan,jerome-jordan-1
2008-09,Tulsa,CUSA,36,35,971,7.4,12.6,0.586,7.4,12.6,0.586,0,0,,5.6,7.7,0.737,12.7,1.4,0.6,3.7,3.6,4.5,20.5,Jerome Jordan,jerome-jordan-1
2009-10,Tulsa,CUSA,35,35,1043,7.1,12.8,0.549,7.1,12.8,0.549,0,0,,6.6,9.6,0.688,12.2,1.7,0.6,3.1,3,3.8,20.7,Jerome Jordan,jerome-jordan-1
Career,Tulsa,,133,119,3214,6.8,12,0.567,6.8,12,0.567,0,0,,5.2,7.4,0.696,12.2,1.4,0.6,4.1,3.3,4.2,18.8,Jerome Jordan,jerome-jordan-1
1998-99,UCLA,Pac-10,29,,689,7.6,15.6,0.487,7.4,14.7,0.502,0.2,0.9,0.25,2.8,4.5,0.615,9.8,1.5,1.4,1.5,3.1,4.8,18.2,Jerome Moiso,jerome-moiso-1
1999-00,UCLA,Pac-10,33,,972,7,14,0.501,7,13.7,0.508,0,0.2,0.167,3.6,5.8,0.613,10.4,1.6,1.5,2.3,3.6,3.8,17.6,Jerome Moiso,jerome-moiso-1
Career,UCLA,,62,,1661,7.2,14.6,0.495,7.1,14.1,0.505,0.1,0.5,0.227,3.3,5.3,0.614,10.1,1.6,1.5,2,3.4,4.2,17.9,Jerome Moiso,jerome-moiso-1
2015-16,Boston College,ACC,23,23,769,5.2,12.1,0.429,4,8.8,0.447,1.2,3.3,0.381,2.3,3.6,0.643,4.8,3.6,1.7,0.4,3.2,2.5,14,Jerome Robinson,jerome-robinson-2
2016-17,Boston College,ACC,32,32,1089,7.8,18.5,0.423,5.8,12.5,0.466,2,6,0.333,4.3,6,0.722,4.6,4,2,0.4,3.7,3.3,21.9,Jerome Robinson,jerome-robinson-2
2017-18,Boston College,ACC,35,35,1260,7.9,16.3,0.485,5.3,10,0.533,2.6,6.3,0.409,4.6,5.6,0.83,4,3.7,1,0.2,3,2.8,23,Jerome Robinson,jerome-robinson-2
Career,Boston College,,90,90,3118,7.2,16,0.45,5.2,10.6,0.488,2,5.4,0.376,4,5.2,0.755,4.4,3.8,1.5,0.3,3.3,2.9,20.4,Jerome Robinson,jerome-robinson-2
1994-95,Georgetown,Big East,31,,939,5.4,10.7,0.5,5.3,10.3,0.515,0.1,0.5,0.182,3.5,5.6,0.629,13.2,1.9,1.6,0.5,3.5,2.3,14.4,Jerome Williams,jerome-williams-1
1995-96,Georgetown,Big East,37,37,1016,5.8,9.8,0.588,5.7,9.6,0.601,0,0.3,0.143,3.3,5.2,0.639,12.8,2,2.8,0.6,2.8,2.6,15,Jerome Williams,jerome-williams-1
Career,Georgetown,,68,37,1955,5.6,10.3,0.544,5.5,9.9,0.558,0.1,0.4,0.167,3.4,5.4,0.634,13,2,2.2,0.6,3.2,2.5,14.7,Jerome Williams,jerome-williams-1
